"","HGNC","HGNCGeneName","GeneID","Chromosome","StartBP","EndBP","WidthBP","CanonicalTranscript","ProteinTranscript","SYMBOL","chromosome_name","LowExpressionFlag"
"GeneID:8178","ELL","elongation factor RNA polymerase II","GeneID:8178","19",18442663,18522127,79465,"NM_006532","NP_006523","ELL","19",TRUE
"GeneID:100132215","LOC100132215","uncharacterized LOC100132215","GeneID:100132215","2",63043922,63047711,3790,"NR_027069","","LOC100132215","2",TRUE
"GeneID:102724068","LOC102724068","uncharacterized LOC102724068","GeneID:102724068","3",140585294,140677773,92480,"XR_427418","","LOC102724068","3",TRUE
"GeneID:94005","PIGS","phosphatidylinositol glycan anchor biosynthesis, class S","GeneID:94005","17",28553388,28571869,18482,"NM_033198","NP_149975","PIGS","17",TRUE
"GeneID:346528","OR2A1","olfactory receptor, family 2, subfamily A, member 1","GeneID:346528","7",144318125,144319057,933,"NM_001005287","NP_001005287","OR2A1","7",TRUE
"GeneID:100506289","LOC100506289","uncharacterized LOC100506289","GeneID:100506289","7",26551839,26557200,5362,"XR_108753","","LOC100506289","7",TRUE
"GeneID:100616208","MIR4782","microRNA 4782","GeneID:100616208","2",113721290,113721368,79,"NR_039943","","MIR4782","2",TRUE
"GeneID:101927157","LOC101927157","uncharacterized LOC101927157","GeneID:101927157","4",47914227,47990737,76511,"NR_125879","","LOC101927157","4",TRUE
"GeneID:11218","DDX20","DEAD (Asp-Glu-Ala-Asp) box polypeptide 20","GeneID:11218","1",111755568,111767577,12010,"NM_007204","NP_009135","DDX20","1",TRUE
"GeneID:9086","EIF1AY","eukaryotic translation initiation factor 1A, Y-linked","GeneID:9086","Y",20575711,20593154,17444,"NM_004681","NP_004672","EIF1AY","Y",FALSE
"GeneID:23190","UBXN4","UBX domain protein 4","GeneID:23190","2",135741619,135785063,43445,"NM_014607","NP_055422","UBXN4","2",FALSE
"GeneID:151242","PPP1R1C","protein phosphatase 1, regulatory (inhibitor) subunit 1C","GeneID:151242","2",181985824,182131382,145559,"NM_001261424","NP_001248353","PPP1R1C","2",TRUE
"GeneID:9643","MORF4L2","mortality factor 4 like 2","GeneID:9643","X",103675498,103688158,12661,"NM_001142427","NP_001135899","MORF4L2","X",FALSE
"GeneID:388524","RPSAP58","ribosomal protein SA pseudogene 58","GeneID:388524","19",23763014,23828135,65122,"NR_003662","","RPSAP58","19",TRUE
"GeneID:29126","CD274","CD274 molecule","GeneID:29126","9",5450503,5470567,20065,"NM_014143","NP_054862","CD274","9",TRUE
"GeneID:6770","STAR","steroidogenic acute regulatory protein","GeneID:6770","8",38142700,38151082,8383,"NM_000349","NP_000340","STAR","8",FALSE
"GeneID:284697","BTBD8","BTB (POZ) domain containing 8","GeneID:284697","1",92080305,92147840,67536,"NM_183242","NP_899065","BTBD8","1",TRUE
"GeneID:100287722","AP4B1-AS1","AP4B1 antisense RNA 1","GeneID:100287722","1",113856635,113901237,44603,"NR_037864","","AP4B1-AS1","1",FALSE
"GeneID:92086","GGTLC1","gamma-glutamyltransferase light chain 1","GeneID:92086","20",23985053,23988779,3727,"NM_178311","NP_842563","GGTLC1","20",TRUE
"GeneID:100996318","LOC100996318","uncharacterized LOC100996318","GeneID:100996318","1",121096903,121098265,1363,"XM_003846491","XP_003846539","LOC100996318","1",FALSE
"GeneID:221895","JAZF1","JAZF zinc finger 1","GeneID:221895","7",27830573,28180818,350246,"NM_175061","NP_778231","JAZF1","7",TRUE
"GeneID:5592","PRKG1","protein kinase, cGMP-dependent, type I","GeneID:5592","10",50991151,52298350,1307200,"NM_001098512","NP_001091982","PRKG1","10",TRUE
"GeneID:101929390","LINC01247","long intergenic non-protein coding RNA 1247","GeneID:101929390","2",6366010,6375422,9413,"NR_110251","","LINC01247","2",TRUE
"GeneID:497049","FLJ25758","MAP/microtubule affinity-regulating kinase 1 pseudogene","GeneID:497049","19",7004953,7006415,1463,"NR_024372","","FLJ25758","19",TRUE
"GeneID:1839","HBEGF","heparin-binding EGF-like growth factor","GeneID:1839","5",140332843,140346603,13761,"NM_001945","NP_001936","HBEGF","5",TRUE
"GeneID:100775107","RBM5-AS1","RBM5 antisense RNA 1","GeneID:100775107","3",50099603,50100988,1386,"NR_045388","","RBM5-AS1","3",TRUE
"GeneID:1486","CTBS","chitobiase, di-N-acetyl-","GeneID:1486","1",84553121,84574480,21360,"NM_004388","NP_004379","CTBS","1",FALSE
"GeneID:6872","TAF1","TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa","GeneID:6872","X",71366239,71466005,99767,"NM_004606","NP_004597","TAF1","X",FALSE
"GeneID:253959","RALGAPA1","Ral GTPase activating protein, alpha subunit 1 (catalytic)","GeneID:253959","14",35538352,35809226,270875,"NM_194301","NP_919277","RALGAPA1","14",FALSE
"GeneID:219858","OR8B12","olfactory receptor, family 8, subfamily B, member 12","GeneID:219858","11",124542722,124543654,933,"NM_001005195","NP_001005195","OR8B12","11",FALSE
"GeneID:6943","TCF21","transcription factor 21","GeneID:6943","6",133889122,133892257,3136,"NM_003206","NP_003197","TCF21","6",TRUE
"GeneID:100129094","BTNL10","butyrophilin-like 10","GeneID:100129094","1",228510359,228512288,1930,"NM_001287262","NP_001274191","BTNL10","1",TRUE
"GeneID:4572","TRNQ","tRNA-Gln","GeneID:4572","MT",4329,4400,72,"NC_010339-8","","TRNQ","MT",TRUE
"GeneID:51385","ZNF589","zinc finger protein 589","GeneID:51385","3",48241106,48270990,29885,"NM_016089","NP_057173","ZNF589","3",TRUE
"GeneID:767577","SNORD114-1","small nucleolar RNA, C/D box 114-1","GeneID:767577","14",100949833,100949903,71,"NR_003193","","SNORD114-1","14",TRUE
"GeneID:2203","FBP1","fructose-1,6-bisphosphatase 1","GeneID:2203","9",94603133,94639641,36509,"NM_000507","NP_000498","FBP1","9",TRUE
"GeneID:6328","SCN3A","sodium channel, voltage-gated, type III, alpha subunit","GeneID:6328","2",165087520,165204067,116548,"NM_006922","NP_008853","SCN3A","2",FALSE
"GeneID:51043","ZBTB7B","zinc finger and BTB domain containing 7B","GeneID:51043","1",155002630,155018525,15896,"NM_001252406","NP_001239335","ZBTB7B","1",TRUE
"GeneID:767583","SNORD114-7","small nucleolar RNA, C/D box 114-7","GeneID:767583","14",100963054,100963129,76,"NR_003199","","SNORD114-7","14",FALSE
"GeneID:101929511","LOC101929511","uncharacterized LOC101929511","GeneID:101929511","17",82290046,82292814,2769,"XR_243526","","LOC101929511","17",FALSE
"GeneID:100616206","MIR4652","microRNA 4652","GeneID:100616206","7",93716928,93717005,78,"NR_039796","","MIR4652","7",FALSE
"GeneID:9419","CRIPT","cysteine-rich PDZ-binding protein","GeneID:9419","2",46617172,46630176,13005,"NM_014171","NP_054890","CRIPT","2",FALSE
"GeneID:102465875","MIR8077","microRNA 8077","GeneID:102465875","19",42351131,42351205,75,"NR_107044","","MIR8077","19",TRUE
"GeneID:101929156","LOC101929156","uncharacterized LOC101929156","GeneID:101929156","11",119752014,119770074,18061,"XR_246490","","LOC101929156",NA,TRUE
"GeneID:102724554","LOC102724554","uncharacterized LOC102724554","GeneID:102724554","15",88902183,88905748,3566,"XR_429608","","LOC102724554",NA,TRUE
"GeneID:84992","PIGY","phosphatidylinositol glycan anchor biosynthesis, class Y","GeneID:84992","4",88520978,88523801,2824,"NM_001042616","NP_001036081","PIGY","4",TRUE
"GeneID:124912","SPACA3","sperm acrosome associated 3","GeneID:124912","17",32991864,32997874,6011,"NM_173847","NP_776246","SPACA3","17",TRUE
"GeneID:6653","SORL1","sortilin-related receptor, L(DLR class) A repeats containing","GeneID:6653","11",121452203,121633762,181560,"NM_003105","NP_003096","SORL1","11",TRUE
"GeneID:112597","LINC00152","long intergenic non-protein coding RNA 152","GeneID:112597","2",87455455,87521513,66059,"NR_024204","","LINC00152","2",FALSE
"GeneID:8477","GPR65","G protein-coupled receptor 65","GeneID:8477","14",88005124,88014811,9688,"NM_003608","NP_003599","GPR65","14",TRUE
"GeneID:401261","FLJ38717","FLJ38717 protein","GeneID:401261","6",42782927,42785561,2635,"XR_108650","","FLJ38717","6",TRUE
"GeneID:11172","INSL6","insulin-like 6","GeneID:11172","9",5163863,5185618,21756,"NM_007179","NP_009110","INSL6","9",FALSE
"GeneID:100861519","GDNF-AS1","GDNF antisense RNA 1 (head to head)","GeneID:100861519","5",37873425,37875799,2375,"NM_001278094","NP_001265023","GDNF-AS1","5",TRUE
"GeneID:11340","EXOSC8","exosome component 8","GeneID:11340","13",37000541,37009614,9074,"NM_181503","NP_852480","EXOSC8","13",TRUE
"GeneID:102724855","CTD-2151A2.1","uncharacterized LOC102724855","GeneID:102724855","5",99533990,99577954,43965,"NR_110562","","CTD-2151A2.1","5",FALSE
"GeneID:6954","TCP11","t-complex 11, testis-specific","GeneID:6954","6",35118071,35141410,23340,"NM_001093728","NP_001087197","TCP11","6",FALSE
"GeneID:102724543","LOC102724543","uncharacterized LOC102724543","GeneID:102724543","17",16922753,16926122,3370,"XM_006721625","XP_006721688","LOC102724543",NA,TRUE
"GeneID:102724481","LOC102724481","uncharacterized LOC102724481","GeneID:102724481","1",67529711,67532144,2434,"XR_426708","","LOC102724481","1",TRUE
"GeneID:11272","PRR4","proline rich 4 (lacrimal)","GeneID:11272","12",10845849,10849476,3628,"NM_007244","NP_009175","PRR4","12",TRUE
"GeneID:643596","RNF224","ring finger protein 224","GeneID:643596","9",137227566,137229638,2073,"NM_001190228","NP_001177157","RNF224","9",FALSE
"GeneID:8148","TAF15","TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa","GeneID:8148","17",35809455,35847242,37788,"NM_139215","NP_631961","TAF15","17",TRUE
"GeneID:677831","SNORA51","small nucleolar RNA, H/ACA box 51","GeneID:677831","20",2655067,2655198,132,"NR_002981","","SNORA51","20",TRUE
"GeneID:644353","ZCCHC18","zinc finger, CCHC domain containing 18","GeneID:644353","X",104112526,104115847,3322,"NM_001143978","NP_001137450","ZCCHC18","X",TRUE
"GeneID:728","C5AR1","complement component 5a receptor 1","GeneID:728","19",47309847,47322070,12224,"NM_001736","NP_001727","C5AR1","19",TRUE
"GeneID:54851","ANKRD49","ankyrin repeat domain 49","GeneID:54851","11",94493987,94499578,5592,"NM_017704","NP_060174","ANKRD49","11",TRUE
"GeneID:155184","SLC2A7","solute carrier family 2 (facilitated glucose transporter), member 7","GeneID:155184","1",9003300,9026345,23046,"NM_207420","NP_997303","SLC2A7","1",FALSE
"GeneID:2993","GYPA","glycophorin A (MNS blood group)","GeneID:2993","4",144109303,144140751,31449,"NM_002099","NP_002090","GYPA","4",FALSE
"GeneID:100144603","CHKB-AS1","CHKB antisense RNA 1 (head to head)","GeneID:100144603","22",50583026,50583927,902,"NR_021492","","CHKB-AS1","22",FALSE
"GeneID:100509490","LOC100509490","uncharacterized LOC100509490","GeneID:100509490","2",242003324,242004691,1368,"XM_005275941","XP_005275998","LOC100509490",NA,FALSE
"GeneID:92","ACVR2A","activin A receptor, type IIA","GeneID:92","2",147844517,147930827,86311,"NM_001278579","NP_001265508","ACVR2A","2",FALSE
"GeneID:80731","THSD7B","thrombospondin, type I, domain containing 7B","GeneID:80731","2",136990892,137677717,686826,"NM_001080427","NP_001073896","THSD7B","2",FALSE
"GeneID:101929595","LOC101929595","uncharacterized LOC101929595","GeneID:101929595","4",107863479,107932119,68641,"NR_125929","","LOC101929595","4",TRUE
"GeneID:57020","C16orf62","chromosome 16 open reading frame 62","GeneID:57020","16",19555415,19701163,145749,"NM_020314","NP_064710","C16orf62","16",TRUE
"GeneID:128312","HIST3H2BB","histone cluster 3, H2bb","GeneID:128312","1",228458107,228458558,452,"NM_175055","NP_778225","HIST3H2BB","1",TRUE
"GeneID:84186","ZCCHC7","zinc finger, CCHC domain containing 7","GeneID:84186","9",37120472,37358149,237678,"NM_032226","NP_115602","ZCCHC7","9",TRUE
"GeneID:9332","CD163","CD163 molecule","GeneID:9332","12",7470816,7503818,33003,"NM_004244","NP_004235","CD163","12",TRUE
"GeneID:100287114","LINC00421","long intergenic non-protein coding RNA 421","GeneID:100287114","13",19345049,19346749,1701,"NR_034026","","LINC00421","13",TRUE
"GeneID:693209","MIR624","microRNA 624","GeneID:693209","14",31014646,31014742,97,"NR_030354","","MIR624","14",TRUE
"GeneID:146395","GSG1L","GSG1-like","GeneID:146395","16",27787529,28063509,275981,"NM_001109763","NP_001103233","GSG1L","16",TRUE
"GeneID:100288524","WI2-2373I1.2","forkhead box L1-like","GeneID:100288524","7",290170,291488,1319,"NM_001195127","NP_001182056","WI2-2373I1.2","7",FALSE
"GeneID:54828","BCAS3","breast carcinoma amplified sequence 3","GeneID:54828","17",60677811,61392838,715028,"NM_001099432","NP_001092902","BCAS3","17",FALSE
"GeneID:83787","ARMC10","armadillo repeat containing 10","GeneID:83787","7",103074881,103099763,24883,"NM_001161009","NP_001154481","ARMC10","7",TRUE
"GeneID:387882","C12orf75","chromosome 12 open reading frame 75","GeneID:387882","12",105330636,105371518,40883,"NM_001145199","NP_001138671","C12orf75","12",FALSE
"GeneID:197131","UBR1","ubiquitin protein ligase E3 component n-recognin 1","GeneID:197131","15",42942897,43106088,163192,"NM_174916","NP_777576","UBR1","15",FALSE
"GeneID:494335","MIR423","microRNA 423","GeneID:494335","17",30117079,30117172,94,"NR_029945","","MIR423","17",TRUE
"GeneID:222658","KCTD20","potassium channel tetramerization domain containing 20","GeneID:222658","6",36442767,36491143,48377,"NM_173562","NP_775833","KCTD20","6",TRUE
"GeneID:4773","NFATC2","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2","GeneID:4773","20",51386957,51542719,155763,"NM_173091","NP_775114","NFATC2","20",FALSE
"GeneID:349667","RTN4RL2","reticulon 4 receptor-like 2","GeneID:349667","11",57460537,57477539,17003,"NM_178570","NP_848665","RTN4RL2","11",TRUE
"GeneID:10557","RPP38","ribonuclease P/MRP 38kDa subunit","GeneID:10557","10",15097180,15104257,7078,"NM_006414","NP_006405","RPP38","10",TRUE
"GeneID:344658","SAMD7","sterile alpha motif domain containing 7","GeneID:344658","3",169911694,169939163,27470,"NM_182610","NP_872416","SAMD7","3",FALSE
"GeneID:1397","CRIP2","cysteine-rich protein 2","GeneID:1397","14",105472938,105480170,7233,"NM_001270837","NP_001257766","CRIP2","14",FALSE
"GeneID:100847085","MIR5706","microRNA 5706","GeneID:100847085","5",119154637,119154716,80,"NR_049892","","MIR5706","5",FALSE
"GeneID:101928448","LOC101928448","uncharacterized LOC101928448","GeneID:101928448","5",56511394,56606232,94839,"NM_001287053","NP_001273982","LOC101928448","5",TRUE
"GeneID:10926","DBF4","DBF4 zinc finger","GeneID:10926","7",87876229,87909541,33313,"NM_006716","NP_006707","DBF4","7",FALSE
"GeneID:84961","FBXL20","F-box and leucine-rich repeat protein 20","GeneID:84961","17",39252644,39401656,149013,"NM_032875","NP_116264","FBXL20","17",TRUE
"GeneID:252948","TTTY16","testis-specific transcript, Y-linked 16 (non-protein coding)","GeneID:252948","Y",7699357,7701247,1891,"NR_001552","","TTTY16","Y",TRUE
"GeneID:100170216","SNAR-A10","small ILF3/NF90-associated RNA A10","GeneID:100170216","19",50123074,50123194,121,"NR_024229","","SNAR-A10","19",TRUE
"GeneID:574463","MIR519E","microRNA 519e","GeneID:574463","19",53679940,53680023,84,"NR_030185","","MIR519E","19",TRUE
"GeneID:1302","COL11A2","","GeneID:1302","6",33162692,33192468,29777,"NM_080680","NP_542411","COL11A2","6",TRUE
"GeneID:102724281","LOC102724281","uncharacterized LOC102724281","GeneID:102724281","1",61109969,61133340,23372,"XR_426699","","LOC102724281",NA,FALSE
"GeneID:55195","C14orf105","chromosome 14 open reading frame 105","GeneID:55195","14",57469300,57493863,24564,"NM_001283056","NP_001269985","C14orf105","14",FALSE
"GeneID:23473","CAPN7","calpain 7","GeneID:23473","3",15206226,15252916,46691,"NM_014296","NP_055111","CAPN7","3",FALSE
"GeneID:148398","SAMD11","sterile alpha motif domain containing 11","GeneID:148398","1",925741,944581,18841,"NM_152486","NP_689699","SAMD11","1",FALSE
"GeneID:102466754","MIR6873","","GeneID:102466754","6",33287227,33287289,63,"NR_106933","","MIR6873","6",TRUE
"GeneID:692085","SNORD45C","small nucleolar RNA, C/D box 45C","GeneID:692085","1",75787072,75787149,78,"NR_003042","","SNORD45C","1",TRUE
"GeneID:285692","LOC285692","uncharacterized LOC285692","GeneID:285692","5",9641315,9903824,262510,"NR_027112","","LOC285692","5",FALSE
"GeneID:84924","ZNF566","zinc finger protein 566","GeneID:84924","19",36445119,36489561,44443,"NM_001145343","NP_001138815","ZNF566","19",FALSE
"GeneID:11120","BTN2A1","butyrophilin, subfamily 2, member A1","GeneID:11120","6",26457904,26469653,11750,"NM_007049","NP_008980","BTN2A1","6",TRUE
"GeneID:101929003","LOC101929003","uncharacterized LOC101929003","GeneID:101929003","5",1793432,1793868,437,"XR_241722","","LOC101929003","5",FALSE
"GeneID:148418","SAMD13","sterile alpha motif domain containing 13","GeneID:148418","1",84298366,84350798,52433,"NM_001010971","NP_001010971","SAMD13","1",TRUE
"GeneID:220107","DLEU7","deleted in lymphocytic leukemia, 7","GeneID:220107","13",50712623,50843749,131127,"NM_198989","NP_945340","DLEU7","13",TRUE
"GeneID:100874029","CFAP44-AS1","CFAP44 antisense RNA 1","GeneID:100874029","3",113403998,113433992,29995,"NR_046728","","CFAP44-AS1","3",TRUE
"GeneID:23467","NPTXR","neuronal pentraxin receptor","GeneID:23467","22",38818451,38844012,25562,"NM_014293","NP_055108","NPTXR","22",TRUE
"GeneID:123103","KLHL33","kelch-like family member 33","GeneID:123103","14",20428811,20435642,6832,"NM_001109997","NP_001103467","KLHL33","14",FALSE
"GeneID:3214","HOXB4","homeobox B4","GeneID:3214","17",48575507,48578381,2875,"NM_024015","NP_076920","HOXB4","17",FALSE
"GeneID:3429","IFI27","interferon, alpha-inducible protein 27","GeneID:3429","14",94110733,94116699,5967,"NM_001130080","NP_001123552","IFI27","14",TRUE
"GeneID:102724828","LOC102724828","39S ribosomal protein L23, mitochondrial-like","GeneID:102724828","KI270721.1",2585,11799,9215,"XM_006724896","XP_006724959","LOC102724828",NA,TRUE
"GeneID:664614","MIR545","microRNA 545","GeneID:664614","X",74287104,74287209,106,"NR_030258","","MIR545","X",TRUE
"GeneID:102723926","","","GeneID:102723926","2",159693192,159712439,19248,"XR_427178","","",NA,TRUE
"GeneID:401024","FSIP2","fibrous sheath interacting protein 2","GeneID:401024","2",185738628,185833289,94662,"NM_173651","NP_775922","FSIP2","2",FALSE
"GeneID:135644","TRIM40","","GeneID:135644","6",30136108,30148735,12628,"NM_001286633","NP_001273562","TRIM40","6",FALSE
"GeneID:10584","COLEC10","collectin sub-family member 10 (C-type lectin)","GeneID:10584","8",119067185,119106968,39784,"NM_006438","NP_006429","COLEC10","8",TRUE
"GeneID:56474","CTPS2","CTP synthase 2","GeneID:56474","X",16587999,16712979,124981,"NM_019857","NP_062831","CTPS2","X",TRUE
"GeneID:81050","OR5AC2","olfactory receptor, family 5, subfamily AC, member 2","GeneID:81050","3",98087173,98088102,930,"NM_054106","NP_473447","OR5AC2","3",FALSE
"GeneID:63036","CELA2A","chymotrypsin-like elastase family, member 2A","GeneID:63036","1",15456728,15472091,15364,"NM_033440","NP_254275","CELA2A","1",FALSE
